orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry
10252,33,2.0,25,0.05,SUPRD,4,1996-07-09 00:00:00.000,Suprêmes délices,Boulevard Tirou 255,Charleroi,Unknown,B-6000,Belgium
10252,60,27.2,40,0.0,SUPRD,4,1996-07-09 00:00:00.000,Suprêmes délices,Boulevard Tirou 255,Charleroi,Unknown,B-6000,Belgium
10253,31,10.0,20,0.0,HANAR,3,1996-07-10 00:00:00.000,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10253,39,14.4,42,0.0,HANAR,3,1996-07-10 00:00:00.000,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10253,49,16.0,40,0.0,HANAR,3,1996-07-10 00:00:00.000,Hanari Carnes,Rua do Paço 67,Rio de Janeiro,RJ,05454-876,Brazil
10254,24,3.6,15,0.15,CHOPS,5,1996-07-11 00:00:00.000,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland
10254,55,19.2,21,0.15,CHOPS,5,1996-07-11 00:00:00.000,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland
10254,74,8.0,21,0.0,CHOPS,5,1996-07-11 00:00:00.000,Chop-suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland
10255,2,15.2,20,0.0,RICSU,9,1996-07-12 00:00:00.000,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland
10255,16,13.9,35,0.0,RICSU,9,1996-07-12 00:00:00.000,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland
10255,36,15.2,25,0.0,RICSU,9,1996-07-12 00:00:00.000,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland
10255,59,44.0,30,0.0,RICSU,9,1996-07-12 00:00:00.000,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland
10256,53,26.2,15,0.0,WELLI,3,1996-07-15 00:00:00.000,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10256,77,10.4,12,0.0,WELLI,3,1996-07-15 00:00:00.000,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil
10257,27,35.1,25,0.0,HILAA,4,1996-07-16 00:00:00.000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10257,39,14.4,6,0.0,HILAA,4,1996-07-16 00:00:00.000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10257,77,10.4,15,0.0,HILAA,4,1996-07-16 00:00:00.000,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10258,2,15.2,50,0.2,ERNSH,1,1996-07-17 00:00:00.000,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria
10258,5,17.0,65,0.2,ERNSH,1,1996-07-17 00:00:00.000,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria
10258,32,25.6,6,0.2,ERNSH,1,1996-07-17 00:00:00.000,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria
10259,21,8.0,10,0.0,CENTC,4,1996-07-18 00:00:00.000,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Unknown,05022,Mexico
10259,37,20.8,1,0.0,CENTC,4,1996-07-18 00:00:00.000,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Unknown,05022,Mexico
10260,41,7.7,16,0.25,OTTIK,4,1996-07-19 00:00:00.000,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany
10260,57,15.6,50,0.0,OTTIK,4,1996-07-19 00:00:00.000,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany
10260,62,39.4,15,0.25,OTTIK,4,1996-07-19 00:00:00.000,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany
10260,70,12.0,21,0.25,OTTIK,4,1996-07-19 00:00:00.000,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany
10261,21,8.0,20,0.0,QUEDE,4,1996-07-19 00:00:00.000,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10261,35,14.4,20,0.0,QUEDE,4,1996-07-19 00:00:00.000,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10262,5,17.0,12,0.2,RATTC,8,1996-07-22 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10262,7,24.0,15,0.0,RATTC,8,1996-07-22 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10262,56,30.4,2,0.0,RATTC,8,1996-07-22 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10263,16,13.9,60,0.25,ERNSH,9,1996-07-23 00:00:00.000,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria
10263,24,3.6,28,0.0,ERNSH,9,1996-07-23 00:00:00.000,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria
10263,30,20.7,60,0.25,ERNSH,9,1996-07-23 00:00:00.000,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria
10263,74,8.0,36,0.25,ERNSH,9,1996-07-23 00:00:00.000,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria
10264,2,15.2,35,0.0,FOLKO,6,1996-07-24 00:00:00.000,Folk och fä HB,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden
10264,41,7.7,25,0.15,FOLKO,6,1996-07-24 00:00:00.000,Folk och fä HB,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden
10265,17,31.2,30,0.0,BLONP,2,1996-07-25 00:00:00.000,Blondel père et fils,24 place Kléber,Strasbourg,Unknown,67000,France
10265,70,12.0,20,0.0,BLONP,2,1996-07-25 00:00:00.000,Blondel père et fils,24 place Kléber,Strasbourg,Unknown,67000,France
10266,12,30.4,12,0.05,WARTH,3,1996-07-26 00:00:00.000,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland
10267,40,14.7,50,0.0,FRANK,4,1996-07-29 00:00:00.000,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany
10267,59,44.0,70,0.15,FRANK,4,1996-07-29 00:00:00.000,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany
10267,76,14.4,15,0.15,FRANK,4,1996-07-29 00:00:00.000,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany
10268,29,99.0,10,0.0,GROSR,8,1996-07-30 00:00:00.000,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela
10268,72,27.8,4,0.0,GROSR,8,1996-07-30 00:00:00.000,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela
10269,33,2.0,60,0.05,WHITC,5,1996-07-31 00:00:00.000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10269,72,27.8,20,0.05,WHITC,5,1996-07-31 00:00:00.000,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10270,36,15.2,30,0.0,WARTH,1,1996-08-01 00:00:00.000,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland
10270,43,36.8,25,0.0,WARTH,1,1996-08-01 00:00:00.000,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland
10271,33,2.0,24,0.0,SPLIR,6,1996-08-01 00:00:00.000,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10272,20,64.8,6,0.0,RATTC,6,1996-08-02 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10272,31,10.0,40,0.0,RATTC,6,1996-08-02 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10272,72,27.8,24,0.0,RATTC,6,1996-08-02 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10273,10,24.8,24,0.05,QUICK,3,1996-08-05 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10273,31,10.0,15,0.05,QUICK,3,1996-08-05 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10273,33,2.0,20,0.0,QUICK,3,1996-08-05 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10273,40,14.7,60,0.05,QUICK,3,1996-08-05 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10273,76,14.4,33,0.05,QUICK,3,1996-08-05 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10274,71,17.2,20,0.0,VINET,6,1996-08-06 00:00:00.000,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Unknown,51100,France
10274,72,27.8,7,0.0,VINET,6,1996-08-06 00:00:00.000,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Unknown,51100,France
10275,24,3.6,12,0.05,MAGAA,1,1996-08-07 00:00:00.000,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy
10275,59,44.0,6,0.05,MAGAA,1,1996-08-07 00:00:00.000,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy
10276,10,24.8,15,0.0,TORTU,8,1996-08-08 00:00:00.000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico
10276,13,4.8,10,0.0,TORTU,8,1996-08-08 00:00:00.000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico
10277,28,36.4,20,0.0,MORGK,2,1996-08-09 00:00:00.000,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,04179,Germany
10277,62,39.4,12,0.0,MORGK,2,1996-08-09 00:00:00.000,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,04179,Germany
10278,44,15.5,16,0.0,BERGS,8,1996-08-12 00:00:00.000,Berglunds snabbköp,Berguvsvägen  8,Luleå,Unknown,S-958 22,Sweden
10278,59,44.0,15,0.0,BERGS,8,1996-08-12 00:00:00.000,Berglunds snabbköp,Berguvsvägen  8,Luleå,Unknown,S-958 22,Sweden
10278,63,35.1,8,0.0,BERGS,8,1996-08-12 00:00:00.000,Berglunds snabbköp,Berguvsvägen  8,Luleå,Unknown,S-958 22,Sweden
10278,73,12.0,25,0.0,BERGS,8,1996-08-12 00:00:00.000,Berglunds snabbköp,Berguvsvägen  8,Luleå,Unknown,S-958 22,Sweden
10279,17,31.2,15,0.25,LEHMS,8,1996-08-13 00:00:00.000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany
10280,24,3.6,12,0.0,BERGS,2,1996-08-14 00:00:00.000,Berglunds snabbköp,Berguvsvägen  8,Luleå,Unknown,S-958 22,Sweden
10280,55,19.2,20,0.0,BERGS,2,1996-08-14 00:00:00.000,Berglunds snabbköp,Berguvsvägen  8,Luleå,Unknown,S-958 22,Sweden
10280,75,6.2,30,0.0,BERGS,2,1996-08-14 00:00:00.000,Berglunds snabbköp,Berguvsvägen  8,Luleå,Unknown,S-958 22,Sweden
10281,19,7.3,1,0.0,ROMEY,4,1996-08-14 00:00:00.000,Romero y tomillo,Gran Vía 1,Madrid,Unknown,28001,Spain
10281,24,3.6,6,0.0,ROMEY,4,1996-08-14 00:00:00.000,Romero y tomillo,Gran Vía 1,Madrid,Unknown,28001,Spain
10281,35,14.4,4,0.0,ROMEY,4,1996-08-14 00:00:00.000,Romero y tomillo,Gran Vía 1,Madrid,Unknown,28001,Spain
10282,30,20.7,6,0.0,ROMEY,4,1996-08-15 00:00:00.000,Romero y tomillo,Gran Vía 1,Madrid,Unknown,28001,Spain
10282,57,15.6,2,0.0,ROMEY,4,1996-08-15 00:00:00.000,Romero y tomillo,Gran Vía 1,Madrid,Unknown,28001,Spain
10283,15,12.4,20,0.0,LILAS,3,1996-08-16 00:00:00.000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10283,19,7.3,18,0.0,LILAS,3,1996-08-16 00:00:00.000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10283,60,27.2,35,0.0,LILAS,3,1996-08-16 00:00:00.000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10283,72,27.8,3,0.0,LILAS,3,1996-08-16 00:00:00.000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10284,27,35.1,15,0.25,LEHMS,4,1996-08-19 00:00:00.000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany
10284,44,15.5,21,0.0,LEHMS,4,1996-08-19 00:00:00.000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany
10284,60,27.2,20,0.25,LEHMS,4,1996-08-19 00:00:00.000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany
10284,67,11.2,5,0.25,LEHMS,4,1996-08-19 00:00:00.000,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Unknown,60528,Germany
10285,1,14.4,45,0.2,QUICK,1,1996-08-20 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10285,40,14.7,40,0.2,QUICK,1,1996-08-20 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10285,53,26.2,36,0.2,QUICK,1,1996-08-20 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10286,35,14.4,100,0.0,QUICK,8,1996-08-21 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10286,62,39.4,40,0.0,QUICK,8,1996-08-21 00:00:00.000,QUICK-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany
10287,16,13.9,40,0.15,RICAR,8,1996-08-22 00:00:00.000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10287,34,11.2,20,0.0,RICAR,8,1996-08-22 00:00:00.000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10287,46,9.6,15,0.15,RICAR,8,1996-08-22 00:00:00.000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10288,54,5.9,10,0.1,REGGC,4,1996-08-23 00:00:00.000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy
10288,68,10.0,3,0.1,REGGC,4,1996-08-23 00:00:00.000,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy
10289,3,8.0,30,0.0,BSBEV,7,1996-08-26 00:00:00.000,B's Beverages,Fauntleroy Circus,London,Unknown,EC2 5NT,UK
10289,64,26.6,9,0.0,BSBEV,7,1996-08-26 00:00:00.000,B's Beverages,Fauntleroy Circus,London,Unknown,EC2 5NT,UK
10290,5,17.0,20,0.0,COMMI,8,1996-08-27 00:00:00.000,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10290,29,99.0,15,0.0,COMMI,8,1996-08-27 00:00:00.000,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10290,49,16.0,15,0.0,COMMI,8,1996-08-27 00:00:00.000,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10290,77,10.4,10,0.0,COMMI,8,1996-08-27 00:00:00.000,Comércio Mineiro,Av. dos Lusíadas 23,Sao Paulo,SP,05432-043,Brazil
10291,13,4.8,20,0.1,QUEDE,6,1996-08-27 00:00:00.000,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10291,44,15.5,24,0.1,QUEDE,6,1996-08-27 00:00:00.000,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10291,51,42.4,2,0.1,QUEDE,6,1996-08-27 00:00:00.000,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil
10292,20,64.8,20,0.0,TRADH,1,1996-08-28 00:00:00.000,Tradiçao Hipermercados,Av. Inês de Castro 414,Sao Paulo,SP,05634-030,Brazil
10293,18,50.0,12,0.0,TORTU,1,1996-08-29 00:00:00.000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico
10293,24,3.6,10,0.0,TORTU,1,1996-08-29 00:00:00.000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico
10293,63,35.1,5,0.0,TORTU,1,1996-08-29 00:00:00.000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico
10293,75,6.2,6,0.0,TORTU,1,1996-08-29 00:00:00.000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico
10294,1,14.4,18,0.0,RATTC,4,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10294,17,31.2,15,0.0,RATTC,4,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10294,43,36.8,15,0.0,RATTC,4,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10294,60,27.2,21,0.0,RATTC,4,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10294,75,6.2,6,0.0,RATTC,4,1996-08-30 00:00:00.000,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10295,56,30.4,4,0.0,VINET,2,1996-09-02 00:00:00.000,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Unknown,51100,France
10296,11,16.8,12,0.0,LILAS,6,1996-09-03 00:00:00.000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10296,16,13.9,30,0.0,LILAS,6,1996-09-03 00:00:00.000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10296,69,28.8,15,0.0,LILAS,6,1996-09-03 00:00:00.000,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10297,39,14.4,60,0.0,BLONP,5,1996-09-04 00:00:00.000,Blondel père et fils,24 place Kléber,Strasbourg,Unknown,67000,France
10297,72,27.8,20,0.0,BLONP,5,1996-09-04 00:00:00.000,Blondel père et fils,24 place Kléber,Strasbourg,Unknown,67000,France
10298,2,15.2,40,0.0,HUNGO,6,1996-09-05 00:00:00.000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10298,36,15.2,40,0.25,HUNGO,6,1996-09-05 00:00:00.000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10298,59,44.0,30,0.25,HUNGO,6,1996-09-05 00:00:00.000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10298,62,39.4,15,0.0,HUNGO,6,1996-09-05 00:00:00.000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10299,19,7.3,15,0.0,RICAR,4,1996-09-06 00:00:00.000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10299,70,12.0,20,0.0,RICAR,4,1996-09-06 00:00:00.000,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil
10300,66,13.6,30,0.0,MAGAA,2,1996-09-09 00:00:00.000,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy
10300,68,10.0,20,0.0,MAGAA,2,1996-09-09 00:00:00.000,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Unknown,24100,Italy
10301,40,14.7,10,0.0,WANDK,8,1996-09-09 00:00:00.000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany
10301,56,30.4,20,0.0,WANDK,8,1996-09-09 00:00:00.000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany
10302,17,31.2,40,0.0,SUPRD,4,1996-09-10 00:00:00.000,Suprêmes délices,Boulevard Tirou 255,Charleroi,Unknown,B-6000,Belgium
10302,28,36.4,28,0.0,SUPRD,4,1996-09-10 00:00:00.000,Suprêmes délices,Boulevard Tirou 255,Charleroi,Unknown,B-6000,Belgium
10302,43,36.8,12,0.0,SUPRD,4,1996-09-10 00:00:00.000,Suprêmes délices,Boulevard Tirou 255,Charleroi,Unknown,B-6000,Belgium
10303,40,14.7,40,0.1,GODOS,7,1996-09-11 00:00:00.000,Godos Cocina Típica,C/ Romero 33,Sevilla,Unknown,41101,Spain
10303,65,16.8,30,0.1,GODOS,7,1996-09-11 00:00:00.000,Godos Cocina Típica,C/ Romero 33,Sevilla,Unknown,41101,Spain
10303,68,10.0,15,0.1,GODOS,7,1996-09-11 00:00:00.000,Godos Cocina Típica,C/ Romero 33,Sevilla,Unknown,41101,Spain
10304,49,16.0,30,0.0,TORTU,1,1996-09-12 00:00:00.000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico
10304,59,44.0,10,0.0,TORTU,1,1996-09-12 00:00:00.000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico
10304,71,17.2,2,0.0,TORTU,1,1996-09-12 00:00:00.000,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico
10305,18,50.0,25,0.1,OLDWO,8,1996-09-13 00:00:00.000,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10305,29,99.0,25,0.1,OLDWO,8,1996-09-13 00:00:00.000,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10305,39,14.4,30,0.1,OLDWO,8,1996-09-13 00:00:00.000,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10306,30,20.7,10,0.0,ROMEY,1,1996-09-16 00:00:00.000,Romero y tomillo,Gran Vía 1,Madrid,Unknown,28001,Spain
10306,53,26.2,10,0.0,ROMEY,1,1996-09-16 00:00:00.000,Romero y tomillo,Gran Vía 1,Madrid,Unknown,28001,Spain
10306,54,5.9,5,0.0,ROMEY,1,1996-09-16 00:00:00.000,Romero y tomillo,Gran Vía 1,Madrid,Unknown,28001,Spain
10307,62,39.4,10,0.0,LONEP,2,1996-09-17 00:00:00.000,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10307,68,10.0,3,0.0,LONEP,2,1996-09-17 00:00:00.000,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
10308,69,28.8,1,0.0,ANATR,7,1996-09-18 00:00:00.000,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Unknown,05021,Mexico
10308,70,12.0,5,0.0,ANATR,7,1996-09-18 00:00:00.000,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Unknown,05021,Mexico
10309,4,17.6,20,0.0,HUNGO,3,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10309,6,20.0,30,0.0,HUNGO,3,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10309,42,11.2,2,0.0,HUNGO,3,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10309,43,36.8,20,0.0,HUNGO,3,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10309,71,17.2,3,0.0,HUNGO,3,1996-09-19 00:00:00.000,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10310,16,13.9,10,0.0,THEBI,8,1996-09-20 00:00:00.000,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10310,62,39.4,5,0.0,THEBI,8,1996-09-20 00:00:00.000,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10311,42,11.2,6,0.0,DUMON,1,1996-09-20 00:00:00.000,Du monde entier,67 rue des Cinquante Otages,Nantes,Unknown,44000,France
10311,69,28.8,7,0.0,DUMON,1,1996-09-20 00:00:00.000,Du monde entier,67 rue des Cinquante Otages,Nantes,Unknown,44000,France
10312,28,36.4,4,0.0,WANDK,2,1996-09-23 00:00:00.000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany
10312,43,36.8,24,0.0,WANDK,2,1996-09-23 00:00:00.000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany
10312,53,26.2,20,0.0,WANDK,2,1996-09-23 00:00:00.000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany
10312,75,6.2,10,0.0,WANDK,2,1996-09-23 00:00:00.000,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany
